text,binary_label
a hyperbaric chamber is an integral part of the medical treatment of hyperbaric oxygen therapy (hbot... <truncated>,0
the effect of marijuana smoking on weight gain has been an issue for a very long time. it is not ver... <truncated>,5
"most days we can’t wait to get some extra sleep, sometimes the only way we can find the motivation n... <truncated>",5
"when it comes to what you put into your body, what better place to turn to for direction than scienc... <truncated>",5
have you ever wondered about herb robert medicinal properties and how to use this weed? in washingto... <truncated>,0
     (natural news)  researchers from china systematically summarized the results of studies on flav... <truncated>,5
"october 9th, 2020 by nick polizzi guest writer for wake up world as far as i know, the elixir of imm... <truncated>",3
staph infection is a rather common problem which is occurred due to staphylococcus bacteria. those b... <truncated>,0
"yacon, also called the peruvian ground apple, is a species of daisy native to the andes mountain ran... <truncated>",5
8 steps to regain cognitive function and prevent dementia  it is imperative that you balance your bl... <truncated>,4
celebrate mother’s day with a gift of health and independence by giving a book or online course in h... <truncated>,0
there is always a battle between full-spectrum and standardized extraction when it comes to processi... <truncated>,4
for decades now cardiopulmonary resuscitation (cpr) has been used as an emergency procedure to help ... <truncated>,3
starting an herbal remedy medicine cabinet is easy on the pocketbook and easy to do. the following h... <truncated>,0
a healthy digestive tract has over one hundred trillion bacteria called probiotics living in it from... <truncated>,0
"good morning, everyone, and welcome to another working week. we hope the weekend respite was calming... <truncated>",0
"the capacity of human memory is amazing. at the extreme end of the spectrum, participants in memory ... <truncated>",0
the national institute of dental and craniofacial research statistics shows that dental carries or t... <truncated>,0
back pain is a common concern among most people. as a matter of fact this pain can cause a decrease ... <truncated>,5
zika virus has been a hot topic in the media lately due to its potentially serious health consequenc... <truncated>,0
"loating? fatigue? cramps? don’t forget the mood swings! in this article, we are going to discuss six... <truncated>",0
would you be surprised if i told you that solving puzzles can improve your mental and physical healt... <truncated>,5
for the most part we know that the sad (standard american diet) has its shortcomings. it is a diet c... <truncated>,4
"sebaceous cyst is often misunderstood as a serious health issue, probably even cancer. but the fact ... <truncated>",0
a miscarriage can be one of the most heart-wrenching ordeals any woman could go through. with an est... <truncated>,0
what is mastitis? mastitis is the infection which occurs to the breast tissue. women who are breastf... <truncated>,0
"modern lifestyles often mess up our priorities; and between family and work, sometimes there isn’t e... <truncated>",4
"rosehip oil is extracted from the hip of roses. actually, this is the fruit which is left once the r... <truncated>",0
there are times when you simply pile on those extra pounds for one reason or another. these pounds c... <truncated>,1
teething most of the babies start sprouting their teeth when they are between 4 to 12 months or late... <truncated>,5
"what is ingrown toenail? also called onychocryptosis, ingrown toenail is a fairly common issue. it h... <truncated>",0
the application of hbot therapy in sports has become more widespread in the present professional and... <truncated>,0
over the years it has become known that conjugated linolenic acid or cla may have potent health bene... <truncated>,0
a steady metabolism is essential for maintaining better health. it helps your body fight off fatigue... <truncated>,0
"health crises have skyrocketed in america, many tied to unhealthy diets. health information, includi... <truncated>",0
"did you know that a metal water bottle could save your life?   it’s true. in a survival situation, a... <truncated>",5
are you interested in discovering new ideas for your vegan breakfast? do you want to start your day ... <truncated>,5
inflammation is the body’s own self-defense process that protect us from harmful stimuli like pathog... <truncated>,5
for the most part we know that the sad (standard american diet) has its shortcomings. it is a diet c... <truncated>,4
"in january 2014, i decided to come off all psychiatric medication — zoloft, lamictal, and xanax. tho... <truncated>",4
sometimes it’s easy to forget that the simplest route to good health and good looks is right in fron... <truncated>,0
"you’ve probably heard endless debates on the risk and reward of consuming caffeine, the struggles wi... <truncated>",5
do you recall the last time you stood in awe of something?  was it a beautiful scene in nature or a ... <truncated>,5
"you’ve heard it before – drink more water! obviously, we need water to stay hydrated, but slurping d... <truncated>",5
different people identify themselves in different ways and according to how they identify themselves... <truncated>,0
"if you’ve got a passion for kiwifruit, your heart may love you for it.  kiwifruit is packed with nut... <truncated>",5
"this world is full of viruses and unfriendly bacteria, and that has made chemical cleaners a staple ... <truncated>",0
there are growing concerns that the coronavirus might be spiking again in los angeles county.  offic... <truncated>,0
"staying healthy at work is important for a few reasons. number one, if you’re not healthy, then you ... <truncated>",4
"arthritis is a painful condition that is characterized by joint inflammation, pain and a lot of suff... <truncated>",5
nature yields diverse resources and remedies for health-related frailties. evidence have indicated t... <truncated>,5
"we’ve all been told for years that the sun is a dangerous harbinger of cancer, and that we should av... <truncated>",5
"someone who is infected with the coronavirus can spread it with just a simple cough or a sneeze, sci... <truncated>",5
"non-healthcare workplaces, such as businesses and enterprises have also the responsibility to protec... <truncated>",4
"let’s find out…….. well, it’s definitely a fact. (intrigued?? keep reading for more in-depth explana... <truncated>",0
did you know that cotton is considered one of the world’s dirtiest crops? why you ask?  90% of tampo... <truncated>,5
"let’s face it, hair fall and hair growth is a major concern among many people. especially, if you co... <truncated>",4
"when most people read about the benefits of antioxidants, it is usually in relation to fighting off ... <truncated>",5
the skin is usually plagued by a lot of anomalies. most of these are as a result of the accumulation... <truncated>,2
"our current generation is more health-conscious than ever, which has resulted in a greater consumpti... <truncated>",0
health benefits of chlorophyll chlorophyll can do a lot more than make plants look green. packed wit... <truncated>,0
u.s. health agencies announce moves to confront the flu season and plummeting child vaccination rate... <truncated>,5
"""we cannot allow a situation where we have gone through all we have gone through, and then find that... <truncated>",0
"although swollen feet cannot be called a disease, you still need to pay proper attention to avoid a ... <truncated>",0
"for a long time, running was for weirdos. it wasn’t always like it is today. today we’re used to peo... <truncated>",0
"you hear, read, and see the many reports about the numerous benefits of exercise. exercise is an imp... <truncated>",5
stem cells are vital to the future of anti-aging medicine. every day i’m getting a little bit closer... <truncated>,5
"the medicinal benefits of fennel fennel is a delicious, healthy vegetable that tastes a bit like ani... <truncated>",4
"coffee, believe it or not, may have more positive health benefits than you might think. this may sur... <truncated>",0
have inflammatory diseases risen over time and are they related to eating more gmo crops or exposure... <truncated>,0
tomato is a fruit but we use it as a vegetable. it has medicinal properties. but these are not recom... <truncated>,0
what better way to start your day than with a glass of fresh juice out of your fridge? within moment... <truncated>,0
intro turmeric (curcuma longa) is a perennial herb plant of the ginger family mostly known for its u... <truncated>,0
could traumatic brain injuries be responsible for mental health conditions? during the last fifteen ... <truncated>,5
"many mushrooms do contain small amounts of vitamin b12, a vitamin of which we have been told that it... <truncated>",5
mint is a delightfully fresh herb. it is healthy and famous for being the main ingredient in fresh t... <truncated>,5
"a black eye is definitely not the same condition as dark circle, which possibly causes you pain and ... <truncated>",0
"someone who is infected with the coronavirus can spread it with just a simple cough or a sneeze, sci... <truncated>",5
why are artificial excipients used? excipients are used to produce supplements. they are a key ingre... <truncated>,5
it’s common for weight lifters to want to gain as much muscle as possible. one common but illegal wa... <truncated>,5
"this leafy vegetable contains more omega 3 than fish oil. furthermore, the kind of omega 3 is of muc... <truncated>",4
this vegetable used to be the staple food in europe before potato arrived into the old world. in fac... <truncated>,0
"#1 install the right infrastructure in all the excitement to move plants into a new greenhouse, some... <truncated>",5
the mangosteen fruit is a pear-shaped tropical fruit that had a deep reddish-purple color when ripe.... <truncated>,0
what is razor burn? shaving is the quickest and simplest method used to get rid of unwanted hair on ... <truncated>,0
"what are hickeys? a hickey is often seen as a love mark, which is a bruise or a dark mark appearing ... <truncated>",0
ddd is a perfect example of how the pharmaceutical/medical industry turns a simple problem into one ... <truncated>,0
hyperbaric oxygen therapy (hbot) is a specialized medical treatment wherein a human body is treated ... <truncated>,0
"nausea can be often seen among people but it cannot be called as an ailment or diseases. in fact, na... <truncated>",0
"cauliflower is a beautiful, edible cabbage flower. i taste good when you stir fry it for not too lon... <truncated>",5
100 grams of romaine lettuce contains over 100% of the rda of vitamin a and vitamin k. it contains o... <truncated>,5
chinese cabbage comes from china. japan imported this cabbage from china and called it nappa. that h... <truncated>,5
"undeniably, most of us get cough at least one in our lifetime. coughing is not exactly a serious dis... <truncated>",3
we know that hitler back in ww2 implemented the eugenics or population reduction program. when he di... <truncated>,0
"onions in general, are very healthy. we just eat four types of onions, white onions, yellow onions, ... <truncated>",0
"our fuzzy ones try their best to be best friends, but as we know it’s impossible for anyone or anyth... <truncated>",5
green tea has been consistently shown to be one of the most potent anti-cancer compounds available t... <truncated>,5
the first evidence that lettuce was cultivated dates from 3000 ad. it has come into existence becaus... <truncated>,0
what is bloating? bloating is a common condition occurring among both adults and children. specifica... <truncated>,3
what is shilajit? shilajit is a cure-all ayurvedic medicine found in the himalayas. it has been an e... <truncated>,0
"bok choy is a member of the brassica family like brussels sprouts, broccoli, cauliflower, turnip, ch... <truncated>",5
"what are canker sores? canker sores are described as round, open and small sores in your mouth. addi... <truncated>",5
"what is vaginal odor? vaginal odor is what women cannot avoid even in normal circumstance. however, ... <truncated>",0
there is an important question that begs an answer: is modern medicine the best approach to wellness... <truncated>,5
"a potato contains minerals like zinc, magnesium, potassium, phosphorus and calcium. furthermore, it ... <truncated>",0
sharp memory depends on vitality and health of your brain. that’s why in order to preserve sharp mem... <truncated>,5
"salicylates  drugs in this class include aspirin (anacin, ascriptin, bayer aspirin, ecotrin) and sal... <truncated>",0
"bleeding can be simply understood as the loss of blood, which possibly occurs both externally or int... <truncated>",0
"acne comes in many forms, and whiteheads are a mild form of them. just like the normal acne, they ar... <truncated>",0
"your mental health can be linked to your confidence, if you have low confidence chances are your men... <truncated>",4
summary: a new study updates a theory originally developed to explain how humans learn and highlight... <truncated>,4
"each year there are more new cases of skin cancer than the combined incidence of breast, prostate, l... <truncated>",4
under the false pretense of improved food and drug safety the fda re-invented itself as a kingpin dr... <truncated>,3
the much-discussed affordable care act isn’t perfect. it leaves many americans without health insura... <truncated>,0
"while it took a while for science to connect these two particular dots, the link between stress and ... <truncated>",5
"interim guidance for covid-19 and persons with hiv  last updated: june 19, 2020; last reviewed: june... <truncated>",5
"freckle is a term used to describe a small, brown and flat spot on the skin. the mark is obviously v... <truncated>",0
oil pulling – what is it and what can it do for me? oil pulling has some seriously old roots. origin... <truncated>,0
"when it comes to feeling good and having energy, we all “want it.” everyone wants to feel healthy, s... <truncated>",0
one of the essentials for good health is to give your body the raw ingredients it needs to function.... <truncated>,4
"summary: sptlc1, a gene linked to the fat production system, has been implicated in a newly identifi... <truncated>",5
allergies are one of the top reasons that individuals in the united states visit a medical specialis... <truncated>,3
all about inflammation: what you need to know were you aware that inflammation in the body is the li... <truncated>,5
"increasing vitamin d levels does not protect against susceptibility to covid-19 or severity, a new s... <truncated>",5
it’s a myth. as going gluten-free can only be right for someone who has celiac disease. because glut... <truncated>,0
"knee pain is a common problem in people over the age of 40, but it can also begin at a much earlier ... <truncated>",5
"hair loss in women is actually fairly common, but thanks to their long hair, they are generally able... <truncated>",4
"cannabis has been used from many years, both recreationally and medically. cannabinoids produced by ... <truncated>",5
how do you know if you have low b12? pros and cons of various tests if you are wondering if low b12 ... <truncated>,0
"if you’ve never done a very low calorie diet or even a pure water fast, you may have some trouble re... <truncated>",5
b12: could this be the answer to your depression? as a nutritionist i look for root causes to mental... <truncated>,0
"when i was a little kid growing up in newark and going to bergen street elementary school, i remembe... <truncated>",5
do you ever find yourself walking into a room and forget why you went there in the first place? or m... <truncated>,0
my friend betty martini of mission possible world health international is always unveiling many horr... <truncated>,5
garlic is well known for its healing properties and garlic juice also benefits to health in many way... <truncated>,0
"the mainstream media has mastered the fabrication of science. the mainstream media, not only being a... <truncated>",5
getting a massage is both a relaxing and a magical experience. it relieves you from your daily stres... <truncated>,5
"what are blemishes? undeniably, having blemishes on face is one of the worst experiences in your lif... <truncated>",5
"it’s never too late to improve your life, to make a change for the better. one of the best changes y... <truncated>",5
"the more you eat, the more you lower your risk of certain cancers. beans have more servings of fiber... <truncated>",0
we were taught in high school that vaccines have saved millions of lives in america and europe. one ... <truncated>,5
"it makes sense that optimism would be good for your personal goals, and even your well-being, but it... <truncated>",5
"ever since its inception, on the internet, isis has received a host of predictions. the most apocaly... <truncated>",0
"today, i will write about the one diet that is suitable for all the patients. if they effectively fo... <truncated>",4
"finding an ingredient listed as “natural flavorings” may very well be one of the most confusing, mis... <truncated>",2
genetics and epigenetics   there are certain genes that have been passed on from previous generation... <truncated>,0
"intermittent fasting, detox, cleanses should you be trying it? i get asked frequently, “so, what do ... <truncated>",4
"“the dr. oz show,” which has come under fire from physicians and politicians for promoting “miracle”... <truncated>",3
"peeling skin indicates the loss of epidermis – one of the most important skin layers. commonly, peel... <truncated>",5
  a new study has found that combining dark chocolate with green tea could be a better concentration... <truncated>,0
"“the king of fruits”, the nickname for durian fruit, is not a coincidence. durian fruit is incredibl... <truncated>",0
natural news blog.17- “wellnessman” endorses natural treatments for leg cramps   leg “cramps” are a ... <truncated>,0
"traveling and eating out are synonymous with one another. when you’re on the road, you’re not planni... <truncated>",0
"among many types of milk-based products, cheese seems to be most popular. for long, cheese has been ... <truncated>",5
selenium is said to be one of the most important essential minerals which people need to provide the... <truncated>,0
"if you live with ulcerative colitis (uc), which causes chronic inflammation of the colon and rectum,... <truncated>",0
hyperbaric oxygen therapy (hbot) has emerged as an effective treatment for a number of medical condi... <truncated>,0
high blood pressure or also called hypertension is the main factor which triggers many dangerous hea... <truncated>,5
"top three things you should take if you get the flu this year in the september 16, 2016 parade magaz... <truncated>",0
turmeric contains active compounds with powerful medicinal properties and these compounds are called... <truncated>,5
family travel has lifelong benefits for children traveling with children can be a daunting idea for ... <truncated>,0
baking soda or also called sodium bicarbonate is a common cooking ingredient in many kitchen corners... <truncated>,5
apple cider vinegar has been widely used for thousands of years. it becomes more and more popular fo... <truncated>,5
"generally, lemongrass is a herb which is scientifically called cymbopogon citratus. consisting of a ... <truncated>",0
"when we said goodbye, last new year’s eve, my father had already become hard of hearing. the end was... <truncated>",0
"also called drumstick tree, moringa is popular kind of vegetable which is an indispensible part of o... <truncated>",0
"breast cancer is a scary disease, and one that affects most of us somehow. it’s common enough that w... <truncated>",0
green beans are a popular cooking ingredient in many parts of the world. also called nutrient-loaded... <truncated>,1
"it was 8:50 p.m. and i hovered in the doorway of the resident workroom, trying to decide after a nea... <truncated>",4
blackheads are an annoying skin problem that you probably want to get rid immediately as possible. t... <truncated>,0
"halloween is coming, absolutely you probably need a bunch of pumpkins to decorate and celebrate in t... <truncated>",0
can you recognize a hematoma in your body? do you know how to use home remedies to treat a hematoma ... <truncated>,0
"commuting to work is never fun. fayetteville, north carolina has traditionally been a tough commute ... <truncated>",5
"if you’ve never considered hypnosis for addiction, you may find the following studies motivating. th... <truncated>",5
it is clear that no one can look down on the importance of skin as it has direct influence on others... <truncated>,0
have you been following the world series this year? cleveland’s mike napoli never had a good night’s... <truncated>,5
bacterial vaginosis is a medical condition which occurs in your vagina due to the excessive growth o... <truncated>,0
before getting into this there is a definite given that must be understood. when an idealistic and c... <truncated>,4
you have perhaps used cocoa butter many times to take care of your skin. but you may not know health... <truncated>,5
"many are aware that our world is becoming more and more polluted. our air, water, food, soil, homes,... <truncated>",0
     (natural news)  a brief video captured via drone has shown the progress of the large synoptic s... <truncated>,0
it may be hard to pronounce glutathione (gloota-thigh-own) but if you forget to maintain it at optim... <truncated>,5
are you one of those people who presses snooze for an hour every morning before you’re able to stumb... <truncated>,3
"for many golfers, the game is all about winning and losing and the quest to find the perfect golf sw... <truncated>",5
step 1: be honest with yourself once you decide that you need to follow a low cal diet for losing we... <truncated>,5
you had a very stressful day. from having the car break down on the way to work to hearing about a f... <truncated>,5
"what is biltong and why should i make it myself? biltong is a form of dried, cured meat (usually bee... <truncated>",0
cardiovascular disease is 100% preventable. below are some tips to help you on the right track: here... <truncated>,5
"the mainstream media has mastered the “science of deceit”. the mainstream media, not only being a ho... <truncated>",5
"london protests november 28, 2020. captured from twitter. opening the cia’s can of worms by edward c... <truncated>",2
"  what is watercress?    watercress, also known as common cress or garden cress, is a dark, leafy an... <truncated>",0
"if you’ve been recently diagnosed with psoriasis, you’re probably wondering how to get rid of it—fas... <truncated>",0
asking yourself ‘why can’t i lose weight?’ is actually one of the best things you can do for yoursel... <truncated>,0
studies report that 60 percent of cancer patients have hope in unconventional remedies and 40 percen... <truncated>,5
" without a shadow of a doubt, hyperbaric oxygen therapy (hbot) has been a groundbreaking achievement... <truncated>",0
     (natural news)  big tech is now censoring music that criticizes the hypocrisy and stupidity of ... <truncated>,5
it’s been a month since the most historic elections of our lifetime. the liberal left ran out of tea... <truncated>,0
"rose essential oil encourages the body to maintain high energy, frequency and balance! our physical ... <truncated>",5
"what’s the one thing you can do to improve your skin, lose some weight, and energize your body? beli... <truncated>",5
even before the internet the first digital addiction in kids was definitely “game mania”. now we hav... <truncated>,5
"with rates of diabetes and obesity exploding across the western world, something needs to change. un... <truncated>",5
adolescents are the fastest growing population of caffeine users. the latest studies show over 80 pe... <truncated>,5
when rockefeller decided he needed to increase his profits and control the world’s usage of fertiliz... <truncated>,4
"what is anal itching? anal itching, also known as pruritus ani in medical terms, is a very common is... <truncated>",0
most people understand that we live in a polluted world. and we need stronger immune systems in orde... <truncated>,0
it is highly certain that almost all of people used to go down to the trouble that water going insid... <truncated>,4
aging and your body you and i have probably never met. i have worked in healthcare for over 30 years... <truncated>,5
"honestly, i realize it might be a bold statement to claim that by taking ten herbs your life can be ... <truncated>",5
"talk to any lad or gal in the gym these days, young or not so young, and you will find fitness goals... <truncated>",0
"     (natural news)  salt therapy has been around for decades, where people flock to salt caves and ... <truncated>",0
what is internal bleeding? while it is widely understood that internal bleeding is invisible from ou... <truncated>,0
"according to several surveys, each one child among 68 is autistic in the united states. the increasi... <truncated>",3
"what is alfalfa? alfalfa, also known as lucerne, is a plant whose roots in below the ground about 20... <truncated>",0
  1. hemp’s nanotechnology suitable properties show incredible potential who would not want to have ... <truncated>,1
"the appearance of saliva in your mouth is significant and beneficial for the oral well – beings, non... <truncated>",0
"what does it mean to “follow your bliss?” the phrase originates from mythologist joseph campbell, bu... <truncated>",5
it is difficult to realize and diagnose nasal polyps since its symptoms are very undetectable and it... <truncated>,0
" would you buy gray ham? how about gray lunchmeat or gray pepperoni? no, i wouldn’t buy them either.... <truncated>",0
"a terrible superstition holds people around the world in its grip.  ministers of religion, lawyers, ... <truncated>",0
"winter is the “perfect storm” for cold and flu.  the cold weather forces you indoors. of course, you... <truncated>",5
how many chemicals do you take into your body on a daily basis? it is virtually impossible to buy co... <truncated>,0
"milk thistle has been studied for years for its anti-tumor effects on several types of cancer, espec... <truncated>",0
"the prevalence of disease and illness is increasing worldwide, and the causes of this have yet to be... <truncated>",0
"strangely perhaps, the use of a daily password can change lives. i will share an example of that sho... <truncated>",5
 exercise and bones  it is a well-known fact that exercise and weight loss make you both look and fe... <truncated>,5
"if one were to take a plant and burn it to ash, and then take that ash and boil and evaporate it, th... <truncated>",5
anxiety is a common occurrence when a person faces potentially problematic or dangerous situations. ... <truncated>,5
the concept of hyperbaric chamber goes back to the year 1600 when a british clergyman invented a new... <truncated>,0
"when we first fall in love with somebody we are falling for their persona, the role they play. these... <truncated>",5
"any mother can confirm that pregnancy causes significant strain on a woman’s body. globally, the ave... <truncated>",0
"in this high paced world, it seems that for most people, the solution for everything is to just pop ... <truncated>",4
"i am going to ask you two questions.   how often have you tried adopting a healthy diet, but failed?... <truncated>",5
"right now you are probably saying that you don’t eat muscles. well, muscle is a euphemism for flesh,... <truncated>",0
"many people are very concerned with their calcium intake, however, not so many people are aware of h... <truncated>",0
"so, when acute disease enters the body, what does it do? fever increases the body’s metabolic rate a... <truncated>",5
"saffron for moderate to severe depression (and anxiety too)   when thinking of herbs, i think most p... <truncated>",5
"once in a while during your life, even though you never ask for it, you have to experience pain. pai... <truncated>",4
"herpes viruses are infectious agents spread by contact. common cold and flu viruses, which are airbo... <truncated>",5
you may already know the importance of vitamin d3 for overall health and especially for breast cance... <truncated>,5
"addiction is a major problem in america. from serious problems with drugs and alcohol, to even sugar... <truncated>",2
"the manufacturer of dsuvia, a pain drug approved by the food and drug administration amid substantia... <truncated>",4
my days are often productive. it’s actually strange if i don’t accomplish something significant in a... <truncated>,0
"the all potato diet: should you try it for weight loss by karen brennan, nc, msw, bchn®, herbalist i... <truncated>",4
"eliminate inflammation all naturally chronic inflammation, typically characterized by pain, swelling... <truncated>",5
"stress, which is defined as “a specific response by the body to a stimulus, as fear or pain, that di... <truncated>",5
"we live in the most toxic environment in history, so, if you want to live to a ripe old age, you’ve ... <truncated>",0
"you’ve heard of the “placebo effect“, where people who are usually being treated for benign conditio... <truncated>",0
"  adaptogens for a stress, anxiety, depression, fatigue and immune support what are adaptogens adapt... <truncated>",5
"to the editor: president trump recently boasted of a “hunch” he had on the coronavirus. after all, p... <truncated>",0
"     (natural news)  officials in melbourne, australia, will turn to technology to enforce wuhan cor... <truncated>",0
in this article i uncover 9 amazing pine pollen benefits. you just may have a pine tree right in you... <truncated>,0
did you ever suffer from back pain? did you ever consider using an inversion table? inversion table ... <truncated>,5
6 breakthrough therapies for the 21st century the status quo is not working there has been a distinc... <truncated>,4
i recently went on a three day cleanse and was surprised how beneficial it was. being that i conside... <truncated>,5
"newspapers, magazines, television and even websites on the internet are filled with advertisements t... <truncated>",0
the actions you take during your first hour upon waking can often set your mood for the rest of the ... <truncated>,5
"have you ever had a migraine headache? if so, you’re not alone; a staggering 1 in 7 people suffers f... <truncated>",5
"male and female energy at its very essence, is the spark of creation itself, and the purest manifest... <truncated>",0
"do you seem to be one of those people who lay awake in bed, tossing and turning trying to rest but y... <truncated>",3
"there’s lots of talk about anti-aging research today, but with all the promises of longevity and eve... <truncated>",5
"despite what you may have been fed by the cdc and their cohorts in the media, vaccines are not an ar... <truncated>",0
"due to consumer demand for inexpensive meat, eggs, and dairy, suppliers are in constant competition ... <truncated>",5
"should you ever be concerned about glycemic index or its glycemic load? low-carb diets, such as the ... <truncated>",5
looking for simple and all natural ways to relax and reduce the negative effects of stress on your p... <truncated>,5
"as knowledge of covert methods of depopulation spreads, people are becoming increasingly concerned a... <truncated>",5
" energy fiend? if you’ve ever wondered how many cups of coffee would actually kill you, wonder no mo... <truncated>",0
"we recently learned about the amazing health benefits of the sulfur-based coconut oil. so, hold on t... <truncated>",0
there is an important question that begs an answer: is modern medicine the best approach to wellness... <truncated>,5
"in early 2013, ayanna kalasunas felt on top of the world. she’d just gotten engaged and was working ... <truncated>",3
"because sweet potatoes are a “starchy” food, many dieters avoid them because they worry that they wi... <truncated>",0
"if you’re a fan of hot drinks like i am, then you probably know that matcha green tea is considered ... <truncated>",0
aloe vera is a wonder medicinal plant that has a range of therapeutic benefits. the sticky transpare... <truncated>,0
"for those of you who’ve been diagnosed with celiac disease, you’re inundated with a wide variety of ... <truncated>",4
i was shocked by president trump’s executive order that severely restricts immigration from seven la... <truncated>,0
"     (natural news)  wheeling, illinois-based evanger’s dog & cat food company inc. has filed a $20 ... <truncated>",0
"as an adult, you may have put sleep on the backburner as far as priorities go. this isn’t unusual, i... <truncated>",4
we know that hitler back in ww2 implemented the eugenics or population reduction program. when he di... <truncated>,0
"we all think eating fruits means just buying fruits, cutting it and just popping it into our mouths.... <truncated>",0
"ginger (zingiber officinale)  12 reasons why you should be consuming it by karen brennan, msw, nc, b... <truncated>",0
"herbs for menopause and perimenopause by karen brennan, msw, cn, bchn, herbalist around the age of 4... <truncated>",0
"almond, orange, lemongrass, frankincense, ylang ylang, peppermint, tea tree, lavender, rosemary, lem... <truncated>",0
"throughout the history of america, immigrants have been welcomed to its shores. many americans recou... <truncated>",0
"we all run into situations where we end up using chemical products we don’t want to use. so, it’s ni... <truncated>",0
"in a 2003 report released by the national commission on sleep disorders, it was found that over $150... <truncated>",0
depression is a condition which affects about 15% of the population.  women are more likely to be af... <truncated>,0
the craze of white complexion has star rocketed the demand for homemade tips for fair skin. almost a... <truncated>,0
"what is yeast infection? this kind of infection is most common among women. however, many remain ign... <truncated>",0
the evidence throughout time supporting fasting is incredible. there was a guy back in ancient greec... <truncated>,0
"since the earliest of recollections, happiness is the most sought after thing in our lives. so, wher... <truncated>",5
"we are taught early in life that fish oil is the best source of omega-3 fatty acids. but, as you wil... <truncated>",4
"a healthy tongue is essential for our survival because, through it, we can drink, talk and consume d... <truncated>",0
osteoporosis is a severely underestimated threat for men. it is much more common than most people as... <truncated>,0
there is no doubt there is an epidemic of thyroid disorders right now and they are on the rise. it s... <truncated>,0
"methylsulfonymethane is marketed lucratively as msm. the process starts with crystals, which are the... <truncated>",5
"the human body is a very vulnerable organism, except for the very strong line of defense that the im... <truncated>",5
systemic sclerosis or ssc is a disease that causes fibrosis and vascular disorder along with autoimm... <truncated>,5
(cd) – joe biden is reportedly considering appointing businessman michael bloomberg and jpmorgan cha... <truncated>,0
"over time, i, like so many other contemporary people, have been plagued by fatty liver, insulin resi... <truncated>",0
"it is a well-known fact that eggs are a perfect protein delivery food. they contain minerals, health... <truncated>",0
energy drinks are a convenient shortcut for many during a long day. but the short-term boost they su... <truncated>,4
"on november 12, 2013, anthony samsel and dr. stephanie seneff published a report with 270 references... <truncated>",0
"about a year or so ago, dr. michael antoniou, claire robinson and dr. john fagan, of earth open sour... <truncated>",3
"  when it comes to weight loss, you are oftentimes your own worst enemy. indeed, many people on this... <truncated>",5
please allow me to preface this piece with a few comments. we all know about opioid abuse through so... <truncated>,0
"i am not just talking illegal illicit drugs, some pharmaceutical drugs also attack our systems. the ... <truncated>",0
are you sluggish and low on energy? do you feel like you work and work toward your weight loss goal ... <truncated>,5
"if you are already eating a vegetarian diet or if you are moving in that direction, then simply be e... <truncated>",5
"despite all the facts and figures regarding the diets that humans should partake in, the tongue’s co... <truncated>",0
if you’re looking for tasty and healthy office snacks that’ll keep your energy levels high and your ... <truncated>,5
lyme disease is caused by the bacterium borrelia burgdorferi and is transmitted to humans through th... <truncated>,0
"dec. 7, 2021 -- when the covid-19 pandemic swept across the globe and eventually made its way to nor... <truncated>",0
"believe it or not, livestock produce more greenhouse gasses than all the cars, airplanes, trains and... <truncated>",3
there are countless articles on the internet that warn about the negative effects of chronic sleep d... <truncated>,5
"by now we have a pretty good idea why dis-ease in our body manifests from a scientific viewpoint, bu... <truncated>",0
right now we are in the midst of all kinds of sports comprised of individuals that are paid to stay ... <truncated>,0
